name,apparition,affiliations,occupations,origin,status,height,weight,bloodtype,fruit.name,devilfruit.type,residence,bounty,key,haki.observation,haki.armament,haki.conqueror
Poro,14.0,orangetown,bookstoreowner,eastblue,Alive,,,,,,orangetown,,poro,0.0,0.0,0.0
Portgas D. Ace,154.0,whitebeardpirates,2nddivisioncommander,southblue,Deceased,185.0,,S,Flame-Flame Fruit,Logia,baterilla,100000000.0,portgasd.ace,1.0,1.0,1.0
Portgaz D. Rouge,550.0,gold.roger,,,Deceased,,,,,,,,portgazd.rouge,0.0,0.0,0.0
Potato,498.0,bonneypirates,fishmonger,southblue,Alive,,,,,,sorbetkingdom,,potato,0.0,0.0,0.0
Potsun,217.0,,doctor,,Alive,,,,,,,,potsun,0.0,0.0,0.0
Pound,831.0,charlottefamily‡,,grandline,Alive,731.0,,F,,,,,pound,0.0,0.0,0.0
Prince Grus,966.0,marines,rearadmiral,westblue,Alive,205.0,,X,Glorp-Glorp Fruit,Unknown,g-14,,princegrus,0.0,0.0,0.0
Prometheus,827.0,bigmompirates,,grandline,Unknown,239.0,,,,,wholecakeisland,,prometheus,0.0,0.0,0.0
"Pump ,Pomp",1029.0,kidpirates,pirate,,Unknown,,,,,,,,"pump,pomp",0.0,0.0,0.0
Puppu,155.0,piratecrew,pirate;captain,,Unknown,,,,,,,,puppu,0.0,0.0,0.0
Purinpurin,75.0,marines;marine77thbranch,marinecommodore,eastblue,Deceased,,,,,,77thbranch,,purinpurin,0.0,0.0,0.0
Pururu,1079.0,bourgeoispirates,piratecaptain,,Alive,,,,,,,,pururu,0.0,0.0,0.0
Pythagoras,1065.0,marines,,grandline,Alive,341.0,,S,,,egghead,,pythagoras,0.0,0.0,0.0
Qing Jiao,704.0,chinjaofamily,12thleaderofthehapponavy,westblue,Alive,520.0,,F,,,kanocountry,542000000.0,qingjiao,0.0,0.0,0.0
Queen,920.0,beastspirates,all-star,grandline,Alive,612.0,,XF,"Dragon-Dragon Fruit, Model: Brachiosaurus",Ancient Zoan,wanocountry,1320000000.0,queen,1.0,1.0,0.0
Queen Mama Chanter,730.0,,,,Active,,,,,,,,queenmamachanter,0.0,0.0,0.0
Quincy,1039.0,kidpirates,pirate,,Unknown,,,,,,,,quincy,0.0,0.0,0.0
RabianRabiyan,827.0,bigmompirates,,,Alive,,,,,,,,rabianrabiyan,0.0,0.0,0.0
Raccoon,,,piratecaptain,,Unknown,,,,,,,75000000.0,raccoon,0.0,0.0,0.0
Raijin,931.0,beastspirates,ninja,wanocountry,Alive,200.0,,X,,,flowercapital;wanocountry,,raijin,0.0,0.0,0.0
Raizo,817.0,kouzukifamily,daimyo,grandline,Alive,311.0,,X,Scrolling Jutsu,Paramecia,wanocountry,,raizo,1.0,1.0,0.0
Raki,249.0,shandia,shandiawarrior,skyislands,Alive,179.0,,S,,,,,raki,0.0,0.0,0.0
Rakuda,929.0,,,,Alive,,,,,,wanocountry,,rakuda,0.0,0.0,0.0
Rakuyo,553.0,whitebeardpirates,7thdivisioncommander,southblue,Alive,,,,,,,,rakuyo,0.0,0.0,0.0
Ramba,551.0,subordinateofthewhitebeardpirates,pirate,,Alive,,,,,,,,ramba,0.0,0.0,0.0
Rampo,711.0,tontattakingdom,vice-chief,,Alive,,,,,,,,rampo,0.0,0.0,0.0
Ran,516.0,kuja,pirate,calmbelt,Alive,,,,,,amazonlily,,ran,0.0,0.0,0.0
Randolph,827.0,bigmompirates,pirate,,Alive,,,,,,,,randolph,0.0,0.0,0.0
Ratel,1073.0,marines,marinecaptain,,Alive,,,,,,,,ratel,0.0,0.0,0.0
Ratherby Seifer,528.0,,,grandline,Alive,,,,,,,15000000.0,ratherbyseifer,0.0,0.0,0.0
Rebecca,704.0,dressrosa,lady-in-waiting;gladiator;princessofdressrosa,grandline,Alive,171.0,,S,,,dressrosa,,rebecca,1.0,0.0,0.0
Recycollie,1063.0,vegapunk,,,Alive,,,,,,egghead,,recycollie,0.0,0.0,0.0
Red King,1078.0,marines,viceadmiral,,Alive,,,,,,,,redking,0.0,0.0,0.0
Reforte,556.0,whitebeardpirates,pirate,,Alive,,,,,,,,reforte,0.0,0.0,0.0
Reuder,550.0,,reporter,,Alive,,,,,,,,reuder,0.0,0.0,0.0
Ribbitini,1079.0,puddlepirates,pirate,,Alive,,,,,,,,ribbitini,0.0,0.0,0.0
RichieRichy,9.0,crossguild,pet,,Alive,,,,,,karaibariisland,,richierichy,0.0,0.0,0.0
Rika,3.0,marine153rdbranch,waitress,eastblue,Alive,,,,,,shellstown,,rika,0.0,0.0,0.0
Riku Doldo III,706.0,rikufamily,king,grandline,Alive,261.0,,S,,,dressrosa,,rikudoldoiii,0.0,0.0,0.0
Rindo,516.0,kuja,pirate,calmbelt,Alive,,,,,,amazonlily,,rindo,0.0,0.0,0.0
Ripley,1134.0,walrusschool,warrior,,Alive,,,,,,elbaph,,ripley,0.0,0.0,0.0
Ripper,7.0,marines;marine153rdbranch,marinecommander,eastblue,Alive,,,,,,shellstown,1000000.0,ripper,0.0,0.0,0.0
Ririka,4.0,,bartender,eastblue,Alive,,,,,,shellstown,,ririka,0.0,0.0,0.0
Risky Brothers,451.0,perona,wildzombies,,Deceased,,,,,,,,riskybrothers,0.0,0.0,0.0
Risky Brothers,475.0,rollingpirates,pirates,,Alive,,,,,,,,riskybrothers,0.0,0.0,0.0
Rivers,223.0,bellamypirates,sniper,,Unknown,,,,,,,,rivers,0.0,0.0,0.0
Rob Lucci,323.0,cp0,cipherpolagent,grandline,Alive,212.0,,XF,Cat-Cat Fruit Leopard Model,Zoan,guanhao,,roblucci,1.0,1.0,0.0
Robson,135.0,drumkingdom,wapol'spet,,Unknown,,,,,,,,robson,0.0,0.0,0.0
Rocks D. Xebec,957.0,rockspirates,piratecaptain,,Deceased,,,,,,,,rocksd.xebec,0.0,0.0,0.0
Rocks Pirates,,,,,,,,,,,,,rockspirates,0.0,0.0,0.0
Rockstar,234.0,redhairpirates,pirate,,Alive,,,,,,,94000000.0,rockstar,0.0,0.0,0.0
Roddy,805.0,mokomodukedom,guardian,,Alive,,,,,,zou,,roddy,0.0,0.0,0.0
Rodo,898.0,strawhatgrandfleet;landofgods;buggy'sdelivery,navigator,grandline,Alive,,,,,,elbaph,,rodo,0.0,0.0,0.0
Roji,391.0,,housewife,,Deceased,,,,,,,,roji,0.0,0.0,0.0
Rokkaku,4.0,marines,marinelieutetjuniorgrade,eastblue,Alive,,,,,,shellstown,1000000.0,rokkaku,0.0,0.0,0.0
Rokki,1036.0,beastspirates,,punkhazard,Alive,,,,,,onigashima,,rokki,0.0,0.0,0.0
Rolling Logan,706.0,majiatsukakingdom,armycommander,,Alive,,,,,,,,rollinglogan,0.0,0.0,0.0
Ronja,1134.0,walrusschool,student,,Alive,,,,,,elbaph,,ronja,0.0,0.0,0.0
Roronoa Arashi,,,,,Deceased,,,,,,,,roronoaarashi,0.0,0.0,0.0
Roronoa Pinzolo,,,swordsman,,Unknown,,,,,,,,roronoapinzolo,0.0,0.0,0.0
Roronoa Zoro,3.0,strawhatpirates,masterswordsman,eastblue,Alive,178.0,,XF,,,shimotsukivillage,60000000.0,roronoazoro,1.0,1.0,1.0
Roshio,222.0,roshiopirates,piratecaptain,,Alive,,,,,,,42000000.0,roshio,0.0,0.0,0.0
Roshu,391.0,oharaarchaeologists,archaeologist,,Deceased,,,,,,,,roshu,0.0,0.0,0.0
Ross,223.0,bellamypirates,combatant,,Unknown,,,,,,,,ross,0.0,0.0,0.0
RoswaldRosward,497.0,worldgovernment,worldnoble,redline,Alive,215.0,,XF,,,marygeoise,,roswaldrosward,0.0,0.0,0.0
Roxanne,46.0,,,eastblue,Alive,,,,,,,,roxanne,0.0,0.0,0.0
Rush,558.0,allyofthewhitebeardpirates,piratecaptain,,Alive,,,,,,,,rush,0.0,0.0,0.0
Russian,775.0,,,,Deceased,,,,,,,,russian,0.0,0.0,0.0
Ryce,224.0,hokahokapirates,pirate,,Alive,,,,,,,,ryce,0.0,0.0,0.0
Rydin,129.0,giantwarriorpirates,,,Unknown,,,,,,elbaph,,rydin,0.0,0.0,0.0
Ryuboshi,609.0,neptunefamily,princeoftheryugukingdom,grandline,Alive,544.0,,S,,,ryugupalace,,ryuboshi,0.0,0.0,0.0
Ryuma,448.0,thrillerbarkpirates,generalzombie,,Deceased,179.0,,,,,thrillerbark,,ryuma,0.0,0.0,0.0
Ryunosuke,803.0,,,,Deceased,,,,,,,,ryunosuke,0.0,0.0,0.0
S-Bear,1062.0,seraphim,,newworld,Alive,660.0,,X (Green Blood),Paw-Paw Fruit,ArtificialParamecia,egghead,,s-bear,0.0,0.0,0.0
S-Hawk,1059.0,seraphim,,newworld,Alive,212.0,,S (Green Blood),Dice-Dice Fruit,ArtificialParamecia,egghead,,s-hawk,0.0,0.0,0.0
S-Shark,1065.0,seraphim,,newworld,Alive,320.0,,F (Green Blood),Swim-Swim Fruit,ArtificialParamecia,egghead,,s-shark,0.0,0.0,0.0
S-Snake,1059.0,seraphim,,newworld,Alive,208.0,,S (Green Blood),Love-Love Fruit,ArtificialParamecia,egghead,,s-snake,0.0,0.0,0.0
Saber,552.0,spadepirates,pirate,,Alive,,,,,,,,saber,0.0,0.0,0.0
Sabo,583.0,revolutionaryarmy,chiefofstaffoftherevolutionaryarmy,eastblue,Alive,100.0,,X,Flame-Flame Fruit,Logia,goakingdom,602000000.0,sabo,1.0,1.0,0.0
Sadie,531.0,impeldown,chiefguard,grandline,Alive,183.0,,S,,,,,sadie,0.0,0.0,0.0
Sai,704.0,happonavy,captainofthethirdshipofthestrawhatgrandfleet,westblue,Alive,242.0,,F,,,kanocountry,210000000.0,sai,1.0,1.0,0.0
Saint Charlos,499.0,worldgovernment,worldnoble,redline,Alive,230.0,,XF,,,marygeoise,,saintcharlos,0.0,0.0,0.0
Saint Figarland Garling,1086.0,fiveelders,co-headoftheworldgovernment,,Alive,,,,,,marygeoise,,saintfigarlandgarling,0.0,0.0,0.0
Saint Jalmac,588.0,worldgovernment,worldnoble,,Alive,,,,,,marygeoise,,saintjalmac,0.0,0.0,0.0
Saint Pluming,1083.0,worldgovernment,worldnoble,,Alive,,,,,,marygeoise,,saintpluming,0.0,0.0,0.0
Saint Shalria,497.0,worldgovernment,worldnoble,redline,Alive,178.0,,XF,,,marygeoise,,saintshalria,0.0,0.0,0.0
Sakazuki,397.0,marines,fleetadmiral,northblue,Alive,306.0,,F,Mag-Mag Fruit Magma-Magma Fruit,Logia,marineheadquarters,,sakazuki,1.0,1.0,0.0
Saldeath,530.0,impeldown,chiefguard,grandline,Alive,218.0,,F,,,,,saldeath,0.0,0.0,0.0
Sally Isntoinette,823.0,goakingdom,queen,,Alive,,,,,,goakingdom,,sallyisntoinette,0.0,0.0,0.0
Salome,516.0,kuja,snakeweapon,,Alive,,,,,,amazonlily,,salome,0.0,0.0,0.0
Salou,497.0,roswardfamily,pet,,Alive,,,,,,marygeoise,,salou,0.0,0.0,0.0
Saltgrill,75.0,arlongpirates,pirate,grandline,Alive,,,,,,fish-mandistrict;arlongpark,,saltgrill,0.0,0.0,0.0
Sam,94.0,easteregg,,eastblue,Alive,,,,,,cocoyasivillage,,sam,0.0,0.0,0.0
Sambel,0.0,rogerpirates,pirate,,Unknown,,,,,,,,sambel,0.0,0.0,0.0
Samurai Batts,117.0,,,grandline,Alive,,,,,,,,samuraibatts,0.0,0.0,0.0
Sandayu,928.0,komurasaki,bodyguard,,Alive,,,,,,wanocountry,,sandayu,0.0,0.0,0.0
Sanji,43.0,strawhatpirates,cook,northblue,Alive,177.0,,S (RH-),,,eastblue,77000000.0,sanji,1.0,1.0,0.0
San Juan Wolf,575.0,blackbeardpirates,pirate,westblue,Alive,180.0,,S,Huge-Huge Fruit,Paramecia,hachinosu,,sanjuanwolf,0.0,0.0,0.0
Sapee,98.0,,fishmonger,eastblue,Alive,,,,,,loguetown,,sapee,0.0,0.0,0.0
Sarahebi,919.0,beastspirates,gifter,,Alive,,,,,Artificial Zoan,,,sarahebi,0.0,0.0,0.0
Sarfunkel,620.0,gaimon,,,Alive,,,,,,islandofrareanimals,,sarfunkel,0.0,0.0,0.0
Sarquiss,222.0,bellamypirates,firstmate,northblue,Unknown,228.0,,F,,,,38000000.0,sarquiss,0.0,0.0,0.0
Sarutobi,931.0,beastspirates,ninja,wanocountry,Alive,378.0,,F,,,flowercapital;wanocountry,,sarutobi,0.0,0.0,0.0
Sasaki,977.0,beastspirates,shinuchi,grandline,Alive,318.0,,XF,"Dragon-Dragon Fruit, Triceratops Model",Ancient Zoan,,472000000.0,sasaki,1.0,1.0,0.0
Satori,241.0,god'sarmy,priestofenel,skyislands,Unknown,179.0,,S,,,,,satori,1.0,0.0,0.0
Sawyer Wayback,707.0,,,,Alive,,,,,,,,sawyerwayback,0.0,0.0,0.0
Scales,647.0,poseidon,,,Alive,,,,,,calmbelt,,scales,0.0,0.0,0.0
Scarlet,721.0,rikufamily,princess,,Deceased,,,,,,,,scarlet,0.0,0.0,0.0
Schollzo,325.0,frankyfamily,dismantler,,Alive,,,,,,water7,,schollzo,0.0,0.0,0.0
Scientist,,,,,,,,,,,,,scientist,0.0,0.0,0.0
Scopper Gaban,19.0,rogerpirates,pirate,,Alive,,,,,,elbaph,,scoppergaban,0.0,0.0,0.0
Scotch,595.0,beastspirates,pirate,,Unknown,,,,,,,,scotch,0.0,0.0,0.0
Scratchmen Apoo,498.0,onairpirates,piratecaptain,grandline,Alive,256.0,,XF,Tone-Tone Fruit[8],Paramecia,,198000000.0,scratchmenapoo,1.0,1.0,0.0
Sea Boar,191.0,seafloor,,,Alive,,,,,,,,seaboar,0.0,0.0,0.0
Seagull Ganz Nozudon,0.0,rogerpirates,pirate,,Unknown,,,,,,,,seagullganznozudon,0.0,0.0,0.0
Seamars,440.0,spacepirates,captain;pirate,,Alive,,,,,,,,seamars,0.0,0.0,0.0
Seira,608.0,mermaidcafe,dancer,grandline,Alive,,,,,,mermaidcove,,seira,0.0,0.0,0.0
Seki,908.0,levely,king,,Unknown,,,,,,lulusiakingdom,,seki,0.0,0.0,0.0
Sen-no-Rikyuru,1053.0,,masterofteaceremonies,,Alive,,,,,,wanocountry,,sen-no-rikyuru,0.0,0.0,0.0
Sengoku,234.0,marines,inspectorgeneral,southblue,Alive,278.0,,F,"Human-Human Fruit, Model: Buddha",Mythical Zoan,marineheadquarters,,sengoku,1.0,1.0,1.0
Sentomaru,497.0,marines,marineofficer,grandline,Alive,279.0,,F,,,egghead,,sentomaru,1.0,1.0,0.0
Seto,287.0,shandia,,,Deceased,,,,,,,,seto,0.0,0.0,0.0
Señor Pink,702.0,donquixotepirates,pirateofficer,northblue,Alive,244.0,,X,Swim-Swim Fruit,Paramecia,spidermiles,58000000.0,señorpink,0.0,0.0,0.0
Shachi,498.0,heartpirates,pirate,northblue,Unknown,,,X,,,swallowisland,,shachi,0.0,0.0,0.0
Shaggy,1134.0,,,,Alive,,,,,,,,shaggy,0.0,0.0,0.0
Shaka,1062.0,marines,,grandline,Alive,220.0,,S,,,egghead,,shaka,0.0,0.0,0.0
Shakuyaku,498.0,shakky'srip-offbar,bartender,,Alive,186.0,,X,,,sabaodyarchipelago,,shakuyaku,0.0,0.0,0.0
Shamba,524.0,torinokingdom,,,Alive,,,,,,,,shamba,0.0,0.0,0.0
Shandia Chief,275.0,shandia,chiefofshandia,skyislands,Alive,179.0,,X,,,,,shandiachief,0.0,0.0,0.0
Shanks,1.0,redhairpirates,chief,westblue,Alive,199.0,,XF,,,,1040000000.0,shanks,1.0,1.0,1.0
Sharingle,428.0,marines,marinecaptain,,Alive,,,,Wheel-Wheel Fruit,Paramecia,,,sharingle,0.0,0.0,0.0
Sharley,610.0,mermaidcafe,proprietorofthemermaidcafe,grandline,Alive,520.0,,XF,,,mermaidcovefish-mandistrict,,sharley,0.0,0.0,0.0
Sheepshead,795.0,beastspirates,shinuchiofthegifters,grandline,Unknown,293.0,,F,Sheep Smile,Artificial Zoan,,,sheepshead,0.0,0.0,0.0
Sherry,304.0,nomads,pet,,Alive,,,,,,,,sherry,0.0,0.0,0.0
Shiki,0.0,goldenlionpirates,piratecaptain/admiral,,Unknown,,,,Float-Float Fruit,Paramecia,merveille,,shiki,0.0,0.0,0.0
Shimotsuki Furiko,,,,,Unknown,,,,,,,,shimotsukifuriko,0.0,0.0,0.0
Shimotsuki Koshiro,5.0,shimotsukifamily,dojomaster,eastblue,Alive,184.0,,S,,,,,shimotsukikoshiro,0.0,0.0,0.0
Shimotsuki Kozaburo,1033.0,shimotsukifamily,swordsmith,grandline,Deceased,221.0,,XF,,,,,shimotsukikozaburo,0.0,0.0,0.0
Shimotsuki Kuina,5.0,shimotsukifamily,traineeswordsman,eastblue,Deceased,150.0,,S,,,shimotsukivillage,,shimotsukikuina,0.0,0.0,0.0
Shimotsuki Ryuma,1023.0,wanocountry,samurai,wanocountry,Deceased,179.0,,XF,,,,,shimotsukiryuma,0.0,1.0,0.0
Shimotsuki Ushimaru,953.0,,daimyoofringo,grandline,Deceased,298.0,,XF,,,wanocountry,,shimotsukiushimaru,0.0,1.0,0.0
Shimotsuki Yasuie,929.0,,taikomochi,,Deceased,155.0,,F,,,ebisutown,,shimotsukiyasuie,0.0,0.0,0.0
Shine,214.0,marines,chiefpettyofficer,,Alive,,,,,,,100000.0,shine,0.0,0.0,0.0
Shinobu,921.0,kouzukifamily,kunoichi,grandline,Alive,180.0,,F,Ripe-Ripe Enticement Jutsu,Paramecia,kuri;wanocountry,,shinobu,0.0,0.0,0.0
Shinosuke,955.0,kouzukifamily,ninja,,Alive,,,,,,wanocountry,,shinosuke,0.0,0.0,0.0
Shion,515.0,kuja,warrior,,Alive,,,,,,amazonlily,,shion,0.0,0.0,0.0
Shirahoshi,612.0,neptunefamily,princessoftheryugukingdom,grandline,Alive,1187.0,,X,,,ryugupalace,,shirahoshi,1.0,0.0,0.0
Shirano,,d.r.,swordsman,,Deceased,,,,,,,,shirano,0.0,0.0,0.0
,,,,,,,,,,,,,,0.0,1.0,0.0
ShiryuShiliew,538.0,blackbeardpirates,titaniccaptain,grandline,Alive,340.0,,X,Clear-Clear Fruit,Paramecia,hachinosu,,shiryushiliew,0.0,0.0,0.0
Shishilian,808.0,mokomodukedom,captainofthemusketeers,grandline,Alive,196.0,,XF,,,kuraucity;zou,,shishilian,0.0,0.0,0.0
Shojoe,226.0,saruyamaalliance,pirate,southblue,Alive,351.0,,X,,,jaya,36000000.0,shojoe,0.0,0.0,0.0
Shu,426.0,marines,marinecaptain,,Alive,,,,Rust-Rust Fruit,Paramecia,,,shu,0.0,0.0,0.0
Shura,241.0,god'sarmy,priestofenel,skyislands,Unknown,191.0,,S,,,,,shura,1.0,0.0,0.0
SiamSham,31.0,blackcatpirates,pirateofficer,eastblue,Alive,201.0,,X,,,,,siamsham,0.0,0.0,0.0
Sicily,504.0,marines,rearadmiral,southblue,Alive,,,,,,,,sicily,0.0,0.0,0.0
Silvers Rayleigh,19.0,rogerpirates,coatingmechanic,,Alive,188.0,,XF,,,sabaodyarchipelago,,silversrayleigh,1.0,1.0,1.0
Skaldi,1134.0,walrusschool,student,,Alive,,,,,,elbaph,,skaldi,0.0,0.0,0.0
Skull,552.0,spadepirates;whitebeardpirates,pirateofficer,,Alive,,,,,,,,skull,0.0,0.0,0.0
Smiley,668.0,caesarclown,pet;bio-chemicalweaponofmassdestruction,,Deceased,,,,"Sala-Sala Fruit, Model: Axolotl",Zoan,,,smiley,0.0,0.0,0.0
,,,,,,,,,,,,,,1.0,1.0,0.0
"Smoker ,Chaser",97.0,marines,viceadmiral,grandline,Alive,209.0,,XF,Smoke-Smoke Fruit,Logia,g-5loguetown,,"smoker,chaser",0.0,0.0,0.0
Smoothy,668.0,caesarclown,,,Alive,,,,,,,,smoothy,0.0,0.0,0.0
Snakeman,916.0,beastspirates,gifter,,Alive,,,,Snake Smile,Artificial Zoan,,,snakeman,0.0,0.0,0.0
Snott Mee,37.0,blackcatpirates,shipwright,eastblue,Deceased,,,,,,,,snottmee,0.0,0.0,0.0
"Sodomu ,Sodom",366.0,frankyfamily,transportation,,Alive,,,,,,water7,,"sodomu,sodom",0.0,0.0,0.0
Sola,608.0,mermaidcafe,dancer,grandline,Alive,,,,,,mermaidcove,,sola,0.0,0.0,0.0
Solitaire,935.0,beastspirates,shinuchi,,Alive,,,,Monkey Smile,Artificial Zoan,,,solitaire,0.0,0.0,0.0
Solo,3.0,helmeppo,pet,eastblue,Deceased,,,,,,shellstown,,solo,0.0,0.0,0.0
Sonie,318.0,foxypirates,pirate,,Alive,,,,,,,,sonie,0.0,0.0,0.0
Sora,825.0,,,,Alive,,,,,,,,sora,0.0,0.0,0.0
Spacey,433.0,automata,firstlieutet,,Alive,,,,,,,,spacey,0.0,0.0,0.0
Spandam,355.0,cp0,cp0chief,grandline,Alive,192.0,,XF,,,,,spandam,0.0,0.0,0.0
Spandine,392.0,cp9,cp9chief,grandline,Alive,275.0,,XF,,,,,spandine,0.0,0.0,0.0
Spara Heetpack,535.0,,,,Unknown,,,,,,,100000000.0,sparaheetpack,0.0,0.0,0.0
Spartan,703.0,corridacolosseum,gladiator,,Alive,,,,,,,,spartan,0.0,0.0,0.0
Spector,223.0,,hotelowner,,Alive,,,,,,mocktown,,spector,0.0,0.0,0.0
Speed,917.0,beastspirates,shinuchi,wanocountry,Alive,298.0,,X,Horse Smile,Artificial Zoan,,,speed,0.0,0.0,0.0
Speed Jil,553.0,whitebeardpirates,14thdivisioncommander,eastblue,Alive,,,,,,,,speedjil,0.0,0.0,0.0
Spencer,966.0,rogerpirates,pirate,,Unknown,,,,,,,,spencer,0.0,0.0,0.0
Sphinx,529.0,worldgovernment;impeldown,level2guardian,,Alive,,,,,,,,sphinx,0.0,0.0,0.0
Splash and SplattaSplash and Splatter,610.0,,pirates,,Alive,,,S (RH-),,,,,splashandsplattasplashandsplatter,0.0,0.0,0.0
Splash and SplattaSplash and Splatter,610.0,,pirates,,Alive,,,S (RH-),,,,,splashandsplattasplashandsplatter,0.0,0.0,0.0
Spoil,448.0,thrillerbarkvictim'sassociation,chairmanofthrillerbarkvictim'sassociation,,Alive,,,,,,,,spoil,0.0,0.0,0.0
Spots,101.0,poseidon,,,Alive,,,,,,calmbelt,,spots,0.0,0.0,0.0
Squard,551.0,maelstromspiderpirates,pirate,grandline,Alive,228.0,,F,,,,210000000.0,squard,0.0,0.0,0.0
St. Ethanbaron V. Nusjuro,233.0,fiveelders,co-headoftheworldgovernment,,Alive,,,,,,marygeoise,,st.ethanbaronv.nusjuro,0.0,0.0,0.0
St. Imu,1085.0,worldgovernment,founderoftheworldgovernment,,Unknown,,,,,,marygeoise,,st.imu,0.0,0.0,0.0
St. Jaygarcia Saturn,233.0,fiveelders,co-headoftheworldgovernment,,Deceased,,,,,,marygeoise,,st.jaygarciasaturn,0.0,0.0,0.0
St. Killingham,1140.0,god'sknights,,,Alive,,,,"Dragon-Dragon Fruit, Model: Kirin",Mythical Zoan,marygeoise,,st.killingham,0.0,0.0,0.0
St. Marcus Mars,233.0,fiveelders,co-headoftheworldgovernment,,Alive,,,,,,marygeoise,,st.marcusmars,0.0,0.0,0.0
St. Shepherd Ju Peter,233.0,fiveelders,co-headoftheworldgovernment,,Alive,,,,,,marygeoise,,st.shepherdjupeter,0.0,0.0,0.0
St. Sommers,1140.0,god'sknights,,,Alive,,,,Thorn-Thorn Fruit,Paramecia,marygeoise,,st.sommers,0.0,0.0,0.0
St. Topman Warcury,233.0,fiveelders,co-headoftheworldgovernment,,Alive,,,,,,marygeoise,,st.topmanwarcury,0.0,0.0,0.0
Stainless,96.0,marines,viceadmiral,,Alive,,,,,,,,stainless,0.0,0.0,0.0
Stalker,524.0,marinesg-1branch,marinelieutetjuniorgrade,grandline,Alive,,,,,,g-1,1000000.0,stalker,0.0,0.0,0.0
Stansen,500.0,newgiantwarriorpirates,pirate,grandline,Alive,,,,,,elbaph,,stansen,0.0,0.0,0.0
Staya Live,785.0,,,,Alive,,,,,,,,stayalive,0.0,0.0,0.0
Staybe,361.0,water7,stationmanager,,Alive,,,,,,,,staybe,0.0,0.0,0.0
Stealth Black,931.0,germa66,,,Alive,,,,,,,,stealthblack,0.0,0.0,0.0
Stella Live,785.0,,dancer,,Alive,,,,,,,,stellalive,0.0,0.0,0.0
StellySterry,586.0,,kingofthegoakingdom,eastblue,Alive,180.0,,S,,,goakingdom,,stellysterry,0.0,0.0,0.0
Stephen,,whitebeardpirates,pet,,Alive,,,,,,,,stephen,0.0,0.0,0.0
Strawberry,420.0,marines,viceadmiral,,Alive,,,,,,,,strawberry,0.0,0.0,0.0
Stray Fox,598.0,fakestrawhatcrew,pet,eastblue,Alive,103.0,,,,,,,strayfox,0.0,0.0,0.0
Streusen,858.0,bigmompirates,executivechef,grandline,Alive,140.0,,S,Cook-Cook Fruit,Paramecia,wholecakeisland,,streusen,0.0,0.0,0.0
Stronger,223.0,blackbeardpirates,docq'shorse,,Alive,,,,"Horse-Horse Fruit, Pegasus Model",Mythical Zoan,hachinosu,,stronger,0.0,0.0,0.0
Stussy,860.0,cp0underworld,cipherpolagent,madsresearchship,Unknown,179.0,,S,,Zoan,,,stussy,1.0,1.0,0.0
Su,239.0,skypiea,pet,,Alive,,,,,,,,su,0.0,0.0,0.0
Sugar,682.0,donquixotepirates,piratespecialofficer,northblue,Alive,110.0,,XF,Hobby-Hobby Fruit,Paramecia,dressrosa,,sugar,0.0,0.0,0.0
Suke,927.0,kyoshirofamily,,,Alive,,,,,,wanocountry,,suke,0.0,0.0,0.0
Sukune,1151.0,,sumowrestler,,Alive,,,,,,wanocountry,,sukune,0.0,0.0,0.0
Suleiman,704.0,beautifulpirates,pirate,southblue,Alive,240.0,,S,,,,67000000.0,suleiman,0.0,0.0,0.0
Supersonic Duck SquadronSuper Spot-Billed Duck Troops,,,,,,,,,,,,,supersonicducksquadronsuperspot-billedducktroops,0.0,0.0,0.0
Supersonic Duck SquadronSuper Spot-Billed Duck Troops,,,,,,,,,,,,,supersonicducksquadronsuperspot-billedducktroops,0.0,0.0,0.0
Supersonic Duck SquadronSuper Spot-Billed Duck Troops,,,,,,,,,,,,,supersonicducksquadronsuperspot-billedducktroops,0.0,0.0,0.0
Supersonic Duck SquadronSuper Spot-Billed Duck Troops,,,,,,,,,,,,,supersonicducksquadronsuperspot-billedducktroops,0.0,0.0,0.0
Supersonic Duck SquadronSuper Spot-Billed Duck Troops,,,,,,,,,,,,,supersonicducksquadronsuperspot-billedducktroops,0.0,0.0,0.0
Supersonic Duck SquadronSuper Spot-Billed Duck Troops,,,,,,,,,,,,,supersonicducksquadronsuperspot-billedducktroops,0.0,0.0,0.0
Surume,604.0,newfish-manpirates,pet,northblue,Alive,,,S,,,,,surume,0.0,0.0,0.0
Sweetpea,514.0,kuja,warrior,calmbelt,Alive,,,,,,amazonlily,,sweetpea,0.0,0.0,0.0
Synd,657.0,,,,Alive,,,,,,,,synd,0.0,0.0,0.0
T-Bone,365.0,marines,marineviceadmiral,grandline,Deceased,200.0,,X,,,,,t-bone,0.0,0.0,0.0
Taco,905.0,,kingoftheshishanokingdom,,Alive,,,,,,shishanokingdom,,taco,0.0,0.0,0.0
Take,75.0,arlongpirates,pirate,grandline,Alive,,,,,,fish-mandistrict;arlongpark,,take,0.0,0.0,0.0
Tama,909.0,oide,pet,,Alive,,,,,,sphinx,,tama,0.0,0.0,0.0
"Tamachibi ,Tama",134.0,stoolrestaurant,,grandline,Alive,,,,,,cocoaweed;drumisland,,"tamachibi,tama",0.0,0.0,0.0
Tamago,651.0,bigmompirates,combatant,grandline,Alive,301.0,,XF,Egg-Egg Fruit,Zoan[5],wholecakeisland,429000000.0,tamago,1.0,1.0,0.0
