name,apparition,affiliations,occupations,origin,status,age,birthday,height,weight,bloodtype,fruit.name,devilfruit.type,residence,bounty
Giovanni,Chapter 809;Episode 758[1],Mokomo Dukedom;Inuarashi Musketeer Squad[1];Ninja-Pirate-Mink-Samurai Alliance(disbanded),Three Inuarashi Musketeers[1],Grand Line(Mokomo Dukedom)[2],Alive,30[2],July 20th[2],"226 cm (7'5"")[2]",,S[2],,,"Kurau City,Zou",
Gismonda,Chapter 705;Episode 635[1],CP0[1],Cipher PolAgent[1],,Alive,,,,,,,,,
Gladius,Chapter 682;Episode 608[1],Donquixote Pirates[1],PirateOfficer[1],North Blue[2],Alive,33[3],August 6th[4],"260 cm (8'6"")[2]",,XF[2],Pop-Pop Fruit,Paramecia,Spider Miles(former);Dressrosa(former),"31,000,000[2]"
Gloriosa,Chapter 514;Episode 408[1],Kuja[1]Rocks Pirates[2](former),EmpressofAmazon Lily(former)[3]Pirate(former),Calm Belt(Amazon Lily)[4],Alive,,February 4th[5],,,,,,Amazon Lily,
,Chapter 427;Episode 309[1],Marines[1],Marine;Commander[2],,Alive,,,,,,,,,
Glutbunny,Chapter 1129[1],,,,Deceased,,,,,,,,Land of Gods,
Gode,"Chapter 254,Episode 167[2]",God's Army,Clergyman[1],,Unknown,,,,,,,,,
"Going Merry (Funimation uncut dub, Odex)Merry Go (VIZ, Funimation edited-for-tv dub)SS Merry Go (4Kids Dub)",Chapter 41;Episode 17[1],,,,Destroyed,,,"1100 cm (36'1"")[3]",,,,,,
Goki,Chapter 954;Episode 955[1],Beasts Pirates(Numbers),,,Alive,,,,,,,,,
Gol D. Roger,Chapter 1;Episode 1[1],Roger Pirates;[1]Clan of D.,Pirate Captain[1],East Blue(Loguetown)[2][3],Deceased,,December 31st[5],"274 cm (9'0"")[3]",,S[3],,,,"5,564,800,000[6]"
Goldberg,"Chapter 899(cover),[1]Episode 836[2]",New Giant Warrior Pirates;Buggy's Delivery(former)[1]Straw Hat Grand Fleet,Cook;Pirate;Mercenary(former)[1],Grand Line(Elbaph),Alive,63[3],May 11th[4],,,,,,Elbaph[3],
Goldfish Princess,Chapter 189(cover)[1],Goldfish Empire,Princessof Goldfish Empire,,Alive,,,,,,,,,
"Gomora (VIZ),Gomorrah (Funimation)",Chapter 366;Episode 256[1],Franky Family[1],Transportation,,Alive,,August 6th[2],,,,,,Water 7,
Gonbe,Chapter 322;Episode 229[1],Chimney,Pet,,Alive,,February 8th[2],,,,,,Water 7(Shift Station),
Goo,"Chapter 483,Episode 375[1]",Pirate crew[1],"Pirate,Captain[1]",,Alive,,,,,,,,,
Googly (Funimation);[1]Bulge-Eyed Neptunian (OPCG),Chapter 101;Episode 55;[2],Poseidon[3],,,Alive,,,,,,,,Calm Belt[2],
Gorilla,"Chapter 596,Episode 514[1]",Marines[1],Marine Captain[1],,Alive,,May 18th[3],,,,,,,"At least ★(At least100,000,000)[2]"
Gorishiro,Chapter 978;Episode 982[1],Beasts Pirates[1],,,Alive,,,,,,,,,
Goro,Chapter 316(cover)[1];One Piece: Stampede,Ukkari Hot-Spring Island,Onsen manager,,Alive,,November 26th[2],,,,,,Ukkari Hot-Spring Island;Arabasta(former),
GorobeiGorobe (WT100),Chapter 924;Episode 916[1],,,,Unknown,,,,,,,,"Okobore Town, Kuri,Wano Country[1]",
Gotti,Chapter 825;Episode 783[1],Fire Tank Pirates[2],"Pirate,Assassin,[2]Combatant[3]",West Blue[3],Alive,33[3],May 21st[4],"375 cm (12'4"")[3]",,S[3],,,,"90,000,000[3]"
Grabba,Chapter 717;Episode 647[1],Tontatta Kingdom[1],,,Alive,,,,,,,,,
Gram,Chapter 391;Episode 275[1],Ohara Archaeologists[1],Archaeologist[1],,Deceased,,,,,,,,,
Great Michael,Chapter 563[1],Ally of theWhitebeard Pirates[1],Pirate;Captain[1],,Alive,,,,,,,,,
Guernica,Chapter 705;Episode 635[1],CP0[1],Cipher PolAgent[1],West Blue[2],Deceased,,October 25th[2],243 cm (8')[2],,F[2],,,,
Guillotine,Chapter 1078;Episode 1111[1],Marines[1],Vice Admiral[1],,Alive,,,,,,,,,"At least ★★★★★(At least500,000,000)[2]"
Gunko,Chapter 1134[1],God's Knights[2],,,Alive,,,,,,Arrow-Arrow Fruit,Paramecia,Mary Geoise,
,Chapter 960;Episode 960[2],Mimawarigumi;[3]Kouzuki Family[1],Samurai; Retainer[1],,Unknown,,,,,,,,Wano Country,
Gyaro,Chapter 197(cover);Episode 386[1],Macro Pirates;Sun Pirates(former)[2],Pirate;Slave trader[1],Grand Line(Ryugu Kingdom;Fish-Man Island),Alive,,,,,,,,Ryugu Kingdom(former),
Gyogyo,Chapter 498;Episode 392[1],Bonney Pirates[1],Fishmonger (former);Pirate[1],South Blue,Alive,,,,,,,,Sorbet Kingdom(former)[2],
"Gyoro, Nin, Bao",Chapter 449;Episode 343[1],Thriller Bark Pirates,Soldier Zombies[citation needed],,Deceased,,,,,,,,,
Gyoll (WT100);Gyoru (Live-Action),Chapter 1[1];Episode 45[2],,Fishmonger,East Blue(Goa Kingdom)[3],Alive,,March 7th[3],,,,,,Foosha Village,
Gyro,Chapter 611;Episode 530[1],"Gyro Pirates[2],New Fish-Man Pirates(ruse, former)",Pirate;Captain[1],,Alive,,June 22nd[2],,,,,,,"73,000,000[1]"
Hack,Chapter 706;[1]Episode 633[2],Revolutionary Army[3][4],Revolutionary Army memberFish-Man KarateInstructor[5]Fish-Man JujutsuMartial Artist[5],Grand Line(Ryugu Kingdom;Fish-Man Island)[8],Alive,38[7],August 9th[7],"280 cm (9'2"")[7]",,F[8],,,Ryugu Kingdom(former)Baltigo(former)Momoiro Island,
Huck[1],Chapter 391;Episode 275[2],Ohara Archaeologists[2],Archaeologist[2],,Deceased,,,,,,,,,
Hajrudin,Chapter 706;Episode 639[1],New Giant Warrior Pirates;Buggy's Delivery(resigned);[2]Straw Hat Grand Fleet[3],Captain of the Sixth Ship of theStraw Hat Grand Fleet;[3]Pirate Captain;Mercenary(former),Grand Line(Elbaph)[4],Alive,81[5],August 12th[6],"2200 cm (72'2"")[4]",,XF[4],,,Elbaph,
Boxer (WT100),Chapter 245(cover);Episode 778[1],Wapol;Evil Black Drum Kingdom,Pet,,Alive,,,,,,,,,
Hakugan,Chapter 810[1];Episode 757[2],Heart Pirates[1];Ninja-Pirate-Mink-Samurai Alliance(disbanded),Helmsman,North Blue(Welbems Island)[3],Unknown,,,,,,,,,
Ham Burger,Chapter 823;Episode 777[1],,Kingof theBallywood Kingdom[2],,Alive,,July 20th[3],,,,,,Ballywood Kingdom[2],
Hamburg,Chapter 305;Episode 207[1],Foxy Pirates;Groggy Monsters,Pirate;Combatant[2],,Alive,,February 22nd[2],,,,,,,
Hamlet,Chapter 994;[1]Episode 982[2],Beasts Pirates;Ninja-Pirate-Mink-Samurai Alliance(disbanded),Shinuchi,,Alive,,,,,,GiraffeSMILE,Artificial Zoan,,
Hammond,Chapter 607;Episode 526[1],New Fish-Man Pirates[2],Pirate;Combatant,Grand Line(Ryugu Kingdom;Fish-Man Island),Alive,,July 17th[3],,,,,,Fish-Man District(former),
Hanko,Chapter 940;Episode 937,,,,Alive,,,,,,,,"Ebisu Town,Wano Country[1]",
,Chapter 971;Episode 973[1],,,,Unknown,,,,,,,,"Flower Capital,Wano Country[1]",
,SBS Volume 109(Mentioned)[1],Seven Warlords of the Sea(former)[1],,,Deceased,,,"514 cm (16'10"")[1]",,,,,,
Hangan,Chapter 556;Episode 465[1],Ally of theWhitebeard Pirates[1],Pirate;Captain[1],,Alive,,,,,,,,,
Hanger,Chapter 97;Episode 48[1],Robecca Hanberg,Salesperson,East Blue[2],Alive,,September 23rd[2],,,,,,Loguetown,
,Chapter 929;Episode 922[1],,Pawn Shop Owner[1],,Alive,,,,,,,,Wano Country(Flower Capital)[1],
,Chapter 949;[1]Episode 947[2],Ninja-Pirate-Mink-Samurai Alliance[3],Prisoner (former)[2],,Alive,,,,,,,,,
Hannyabal,Chapter 525;Episode 422[1],Impel Down,Chief Warden;[2]Vice Warden (former)[3],South Blue[4],Alive,33 (debut)35 (after timeskip)[4],August 28th[5],"309 cm (10'1"")[4]",,S[4],,,,
Hanzo,Chapter 931;Episode 925[1],"Beasts Pirates;[2]Orochi Oniwabanshu(former);[1]Kouzuki Family Oniwabanshu (anime only, former)[3]",Ninja;Pirate[1],Wano Country[4],Alive,42[4],August 3rd[4],"544 cm (17'10"")[5]",,F[4],,,"Flower Capital, Wano Country",
Happa Yamao,Chapter 341;Episode 241,,Carpenter; Bandit (former),,Alive,,,,,,,,Water 7;Pucci(former),
,Chapter 578;Episode 487[1],Whitebeard Pirates[1],Pirate;Captain[1],,Alive,,,,,,,,,
,Chapter 919;Episode 909[1],,,,Alive,,,,,,,,Wano Country(Flower Capital)[1],
Harald,Chapter 1130(mentioned)[1],,King[1],,Deceased,,,,,,,,Elbaph[1],
Haredas,Chapter 523;Episode 418[1],,Scientist[1],Sky Islands(Birka)[2],Alive,95 (debut)97 (after timeskip)[2],October 14th[3],"253 cm (8'4"")[2]",,X[2],,,Weatheria[1],
,Chapter 948;Episode 947[1],Ninja-Pirate-Mink-Samurai Alliance[2],Prisoner (former)[1],,Alive,Over 41[3],,,,,,,Flower Capital(Wano Country) (former)[3],
Victimothy Crucifixio,"Chapter 594,Episode 511[1]",,Pirate;Captain,,Unknown,,,,,,,,,
Haruta,Chapter 553;Episode 461[1],Whitebeard Pirates[1],12th DivisionCommander;Pirate[1],South Blue[3],Alive,,February 4th[2],,,,,,,
"Pincers (VIZ, 4Kids, Funimation subs)Scissors (Funimation dub)",Chapter 176;Episode 110[1],Ukkari Hot-Spring Island;Matsuge[1],Ukkari Hot-Springs Resort Transportation,,Alive,,,,,,,,Arabasta Kingdom; Ukkari Hot-Springs Island,
Haccha,Chapter 981;Episode 987[1],Beasts Pirates(Numbers),,Punk Hazard[2],Alive,188[2],October 8th[2],"3675 cm (120'7"")[3]",,XF[2],,,,
Hatchan,Chapter 69;Episode 31[1],Takoyaki 8;[2]Arlong Pirates[1](former);Sun Pirates(former)[3],Takoyaki seller;[2]PirateOfficer[1](former),,Alive,36 (debut)38 (after timeskip)[5],August 8th[6],"220 cm (7'3"")[5]",,S[5],,,Fish-Man District(former);Arlong Park(former),"8,000,000[5]"
,Chapter 951;Episode 951[1],Beasts Pirates;[2]Mimawarigumi(former)[1],Samurai;Pirate,,Alive,,,,,,,,,
Hattori,Chapter 323;Episode 230[1],CP0;CP9[2](former);Galley-La[1](former)[2],Rob Lucci'sPet[3],,Alive,18 (debut)20 (after timeskip)[5],August 10th[4],"25cm (10"")[5]",,,,,,
,Chapter 959;Episode 960[1],Beasts Pirates[1],Gifter[1],,Alive,,,,,,HawkSMILE,Artificial Zoan,,
Heat,Chapter 500;Episode 394[1],Kid Pirates[1];Ninja-Pirate-Mink-Samurai Alliance(disbanded),Pirate[1],South Blue(Kutsukku Island)[3],Unknown,,December 1st[2],,,,,,,
Helmeppo,Chapter 3;Episode 2[1],Marines(Headquarters;SWORD) (formerly153rd Branch),Lieutenant Commander;[2]Chief Petty Officer[3](promoted);Chore Boy(promoted),,Alive,20 (debut)22 (after timeskip)[4],July 16th[5],"179 cm (5'10"")[4]",,S[6],,,Shells Town(153rd Branch) (former),"★ (100,000,000)[7]"
Heppoko,Chapter 2;Episode 1[1],Alvida Pirates[1],Pirate[1],East Blue[2],Alive,,September 2nd[2],,,,,,Goat Island[1],
Hera,Chapter 703;Episode 633[1],Corrida Colosseum,Gladiator,,Alive,,,,,,,,,
Hera,Chapter 1011;Episode 1028[1],Big Mom Pirates,Living Weapon; Servant,Grand Line(Onigashima)[1],Unknown,,March 17th[2],"At least 212 cm (6'11"")[2]",,,,,,
Heracles,Chapter 524;Episode 420[1],,Explorer; Warrior;[1]Botanist[2],South Blue[2],Alive,49 (debut)51 (after timeskip)[2],May 10th[3],"214 cm (7'0"")[2]",,F[2],,,Boin Archipelago[1],
Herb,"Chapter 287,Episode 187[1]",Shandia[1],,,Deceased,,,,,,,,,
Hewitt,Chapter 223;Episode 146[1],Bellamy Pirates[1],Chef[1],,Unknown,,,,,,,,,
Hibari,Chapter 1061;Episode 1090[1],Marines;SWORD[1],Commander,North Blue[2],Alive,17[3],January 18th[2],"165 cm (5'5"")[3]",,F[2],,,,"★★ (200,000,000)[2]"
,Chapter 926;Episode 918[1],Kouzuki Family;[1]Ninja-Pirate-Mink-Samurai Alliance[2],Samurai[3],,Alive,,,,,,,,Wano Country(Flower Capital)[1],
Higuma,Chapter 1;Episode 4[1],Higuma Bandits[2],Bandit Leader[1],East Blue[2],Deceased,,November 18th[3],"190 cm (6'3"")[2]",,X[2],,,,"8,000,000[5]"
Hihimaru,Chapter 910;Episode 892[1],Beasts Pirates[2](defected);Ninja-Pirate-Mink-Samurai Alliance(disbanded),,,Alive,,,,,,,,"Kuri,Wano Country[2]",
,Chapter 951;Episode 951[1],Kurozumi Family[2],Retainer;[2]Prison Guard[3],,Alive,,,,,,,,Wano Country(Flower Capital),
Supersonic Duck SquadronSuper Spot-Billed Duck Troops (OPCG),,,,,,,,,,,,,,
Hildon,Chapter 444;Episode 339[1],Thriller Bark Pirates,Wild Zombie,,Deceased,,,,,,,,,
Hilmungardr,Chapter 1128[1],,,,Alive,,,,,,,,Land of Gods,
,Chapter 951;Episode 951[1],Beasts Pirates;[2]Kurozumi Family(Mimawarigumi)[1](former),Samurai;[1]Pirate[2],,Alive,,,,,,,,,
Hina,Chapter 171(cover);Episode 127[1],Marines[1](Black Cage Corps)[2],Rear Admiral;[3]Captain(former)[4],West Blue[5],Alive,32 (debut)[6]34 (after timeskip)[5],March 3rd[6],"181 cm (5'11"")[5]",,F[5],"Bind-Bind Fruit (VIZ);Cage-Cage Fruit (4Kids,Funimation)",Paramecia,,"At least ★★(At least200,000,000)[7]"
Burn Scar (VIZ)The Man with the Burn Scar (Crunchyroll),Chapter 1056;Episode 1083(mentioned)[1],,,,Alive,,,,,,,,,
Hip,Chapter 1038;Episode 1065[1],Kid Pirates[1],Pirate[1],,Unknown,,,,,,,,,
,Chapter 948;Episode 947[1],Beasts Pirates[1],Waiter;Prisoner MineGuard[1],,Alive,,,,,,,,,
,WSJ 2000 Issue 8;[1]Chapter 1122[2],Endurance Curry Pirates[1],Pirate Captain[1],,Alive,,,,,,,,,
Hippo Gallant (Viz); Gentleman Hippopotamus (Funimation Sub); Hippo Gentleman (Funimation Dub),"Chapter 451,Episode 345[1]",Thriller Bark Pirates,Wild ZombieVice Commander[2],,Deceased,,,,,,,,,
Hiramela (Viz);Hiramera (FUNimation),Chapter 608;Episode 527[1],Mermaid Café[2],Dancer[3],Grand Line(Ryugu Kingdom;Fish-Man Island),Alive,,,,,,,,Mermaid Cove(Coral Hill),
Dr. HirilukDr. Hiruruku (Odex),Chapter 141;Episode 85[1],,Doctor; Thief (former),Grand Line(Drum Kingdom)[3],Deceased,,January 12th[2],213 cm (7')[3],,F[3],,,Drum Island,
,WSJ 2000 Issue 8;[1]Chapter 1122[2],Endurance Curry Pirates[1],Pirate[1],,Alive,,,,,,,,,
,Chapter 915;Episode 901[1],,Restaurant Owner,,Alive,,,,,,,,Wano Country(Bakura Town),
Duke Genghis Baan,Chapter 963;[1]Episode 968[2],Mokomo Dukedom[1],Ruler of Mokomo Dukedom (Former)[2],,Unknown,,,,,,,,Zou[1],
Dr. Hou (Viz)Dr. Ooh (WT100)[1],Chapter 213;Episode 128[2],Nefertari Family,Doctor[2],,Alive,,,,,,,,,
Hocha,Chapter 391;Episode 275[1],Ohara Archaeologists,Archaeologist,,Deceased,,,,,,,,,
Hocker,Chapter 12;Episode 6[1],Chouchou[1],Pet Shop Owner[1],East Blue(Orange Town)[2],Deceased,,May 17th[2],,,,,,Orange Town[1],
"Hody Jones (Viz, Funimation (Special Edited Version));[1]Hordy Jones (Funimation)",Chapter 608;Episode 527[2],New Fish-Man Pirates;[3]Ally of theFlying Pirates(former);Ryugu Kingdom(former)[4],Pirate;Captain;[3]Soldier(former)[4],Grand Line(Ryugu Kingdom;Fish-Man Island)[5],Alive,30[6],April 14th[7],"331 cm (10'10"")[5]",,F[5],,,Fish-Man District(former),
Hoe,Chapter 611;Episode 530[1],KingNeptune;Fish-Man Island(Ryugu Kingdom),Neptune's transportation andpet,,Alive,,September 13th[2],,,,,,Ryugu Palace,
Hogback,Chapter 446;Episode 340[1],Thriller Bark Pirates(Mysterious Four)[2],Doctor[3],West Blue[4],Alive,45 (debut)47 (post timeskip)[4],December 19th[5],"223 cm (7'4"")[4]",,XF[4],,,,
MichaelHoichael,Chapter 432;[1]Episode 313[2],Aunt(Non-Canon)≠,Elementary school students (pre-timeskip),,Alive,12 (debut)14 (after timeskip),July 18th[3],,,,,,Water 7,
,Chapter 942;Episode 939[1],Kurozumi Family(former),Retainer (former)[2],,Alive,,,,,,HorseSMILE,Artificial Zoan,Flower Capital(Wano Country) (former)[1],
Holdem,Chapter 915;Episode 901[1],Beasts Pirates,Shinuchi[2],Wano Country[3],Alive,30[3],August 21st[3],"312 cm (10'3"")[3]",,F[3],LionSMILE,Artificial Zoan,"Bakura Town,Wano Country",
Holly (VIZ); Holy (Funimation),Chapter 241;Episode 155[1],God's Army[1],Pet[1],,Alive,,November 7th[2],,,,,,,
,Chapter 921;Episode 912[1],Mt. Atama Thieves[1],,,Alive,,,,,,,,Wano Country(Mt. Atama)[1],
Hongo,Chapter 1;[1]Episode 489[2],Red Hair Pirates[1],Pirate;Senior Officer;[1]Doctor[3],,Alive,,,,,,,,,
,"Chapter 287,Episode 187[1]",,Ship's Doctor[1],Lvneel Kingdom[1],Deceased,,,,,,,,,
Hop,Chapter 1040;Episode 1112,Kid Pirates[1],Pirate[1],,Unknown,,,,,,,,,
,Chapter 1016;Episode 1037[1],Beasts Pirates[1],Gifter; Attendant[1],,Alive,,,,,,HorseSMILE,Artificial Zoan,,
Hotei,Chapter 951;Episode 951[1],Beasts Pirates;Kurozumi Family(former)[2],Samurai;Pirate; Captain of theMimawarigumi(former)[1][2],,Alive,,,,,,,,,
Hotori and Kotori,Chapter 261;Episode 171[1],God's Army,Lieutenants of theDivine Soldiers,Sky Islands(Birka)[2],Unknown,25 (debut)27 (after timeskip)[2],March 10th[2],"179 cm (5'10"")[2]",,S[2],,,,
Hototogisu,Chapter 766;Episode 705[1],Marines[1],Vice Admiral[2],,Alive,,,,,,,,,"At least ★★★★★(At least500,000,000)[3]"
Hound,Chapter 1078;Episode 1111[1],Marines[1],Vice Admiral[1],,Alive,,,,,,,Zoan,,"At least ★★★★★(At least500,000,000)[2]"
House,Chapter 1038;[1]Episode 1067[2],Kid Pirates[1],Pirate[1],,Unknown,,,,,,,,,
Hublot,Chapter 552;Episode 461[1],Spade Pirates[1],Pirate[1],,Alive,,,,,,,,,
Humphrey[1],Chapter 598;Episode 517,Sabaody Archipelago,Bartender,,Alive,,,,,,,,,
Hustle,Chapter 60[1],Krieg Pirates[1],Pirate; Combat Instructor[2],East Blue[3],Alive,,July 28th[3],,,,,,,
Kicking Claw Force; Elite Alabastian Royal Guards[1],Chapter 196;Episode 120[1],Arabasta Kingdom[1],Guards[1],,Deceased,,,,,,,,,
Hyogoro,Chapter 926;Episode 919[1],Hyougoro Family(former)[2];Ninja-Pirate-Mink-Samurai Alliance(disbanded),Prisoner (former);[1]YakuzaBoss (former);[3]Samurai,,Alive,70[6],February 14th[6],"100 cm (3'3"")[6]",,S[6],,,"Flower Capital(former);[4]Udon,Wano Country[1]",
Hyoutauros,Chapter 658[1];Episode 582,Caesar Clown;Centaur Patrol Unit[1],,,Alive,,,,,,,,,
Hyouzou,Chapter 607;Episode 527[1],New Fish-Man Pirates[2],Mercenary[3];Pirate;Assassin[2];Pirate Officer;Swordsman[4],Grand Line(Ryugu Kingdom;Fish-Man Island)[5],Alive,39[5],April 18th[6],"327 cm (10'9"")[5]",,X[5],,,Ryugu Kingdom(former),
,Chapter 926;Episode 919[1],Beasts Pirates[1],Waiter;Prisoner MineGuard[1],,Alive,,,,,,,,,
Yves,Chapter 738;Episode 671[1],Doerena Kingdom;Donquixote Pirates,Pirate;Captain,,Alive,,,,,,,,,
Iceberg,Chapter 323;Episode 230[1],Galley-La Company;Water 7;[2][3]Tom's Workers(former),President of theGalley-La Company; Mayor ofWater 7[2][3],Grand Line(Water 7)[4],Alive,38 (debut)[5]40 (after timeskip)[4],January 3rd[6],"199 cm (6'6"")[4]",,X[4],,,Water 7,
"Ichika, Nika, Sanka, Yonka, Yonka Two",Chapter 608;Episode 527[1],Neutral,,Grand Line(Ryugu Kingdom;Fish-Man Island),Alive,,,,,,,,Mermaid Cove(Coral Hill),
Ideaman,Chapter 55;Episode 25[1],Krieg Pirates[1],Pirate;[1]StaffOfficerof Planning[2],East Blue[3],Alive,,March 17th[3],,,,,,,
Ideo,Chapter 706;[1]Episode 633[2],Ideo Pirates;[3][4]Straw Hat Grand Fleet[5],"Captain of the Fourth Ship of theStraw Hat Grand Fleet;[5]Pirate,Captain;[4]Boxer[6]",Grand Line[7],Alive,22[8],October 10th[7],"225 cm (7'5"")[7]",,X[7],,,,
Igaram,Chapter 106;Episode 64[1],Arabasta;[2]Baroque Works[3](former)[2],"Captain of the Royal Guard;[2]Frontier Agent[3](former);[2]Bounty Hunter(former); Mayor ofWhisky Peak[1](undercover, former)[2]",Grand Line(Arabasta Kingdom)[4],Alive,48 (debut)50 (after timeskip)[4],December 6th[5],"218 cm (7'1"")[4]",,X[4],,,,
Ikaros Much,Chapter 611;Episode 530[1],New Fish-Man Pirates[1],Pirate; Pirate Officer[1],Grand Line(Ryugu Kingdom;Fish-Man Island)[3],Alive,30[3],January 13th[2],"499 cm (16'4"")[3]",,XF[3],,,Fish-Man District(former),
Ikkaku,Chapter 810;Episode 757[1],Heart Pirates[2];Ninja-Pirate-Mink-Samurai Alliance(disbanded),Pirate[2],,Unknown,,December 7th[3],,,,,,,
,Chapter 915;Episode 902[1],,Announcer,,Alive,,,,,,,,Wano Country(Bakura Town),
Imu,Chapter 906;Episode 885[1],World Government[2],Supreme Ruler of the World Government(clandestine),,Alive,,,,,,,,Mary Geoise(Pangaea Castle),
Inazuma,Chapter 536;Episode 438[1],Kamabakka Kingdom;Newkama Land;Revolutionary Army;Impel Down(former),Revolutionary; Prisoner of the Great Prison (former),South Blue[2],Alive,27 (debut)29 (after timeskip)[2],August 3rd[3],"228 cm (7'5"")[2]",,F[2],Snip-Snip Fruit (VIZ and Funimation);Shear-Shear Fruit (One Piece Official YouTube Channel)[4],Paramecia,Baltigo(former);Momoiro Island,"At least100,000,000[1]"
Inbi,Chapter 954;Episode 955[1],Beasts Pirates(Numbers)[2],,,Alive,,,,,,,,,
Indigo,Chapter 0;[1]Episode 429;Movie 10,Golden Lion Pirates,Pirate;Scientist,,Alive,,December 5th[2],,,,,,Merveille,
Inhel,Chapter 718;Episode 648[1],Tontatta KingdomScouting Unit[2];Tontatta Pirates;Straw Hat Grand Fleet,Scout[2];Pirate[3],,Alive,,,,,,,,,
,Chapter 917;Episode 904[1],,Firefighter[1],,Alive,,,,,,,,Wano Country(Bakura Town),
DogstormDogupine (former)Inuarashi (WT100),Chapter 808;[1]Episode 756[2],Mokomo Dukedom;Musketeers;Kouzuki Family;[3]Inuarashi Musketeer Squad;Ninja-Pirate-Mink-Samurai Alliance(disbanded);Nine Red Scabbards;[4]Roger Pirates(former);Whitebeard Pirates[5](former),Daimyo;[6]Ruler of the Mokomo Dukedom (former);[7]Commander of the Musketeers; Retainer;[8]Samurai;[4]Pirate Apprentice(former),Grand Line(Mokomo Dukedom)[9],Alive,40[9],October 11th[12],"511 cm (16'9"")[13]",,X[9],,,Zou(former) (Kurau City)Wano Country(Kuri)[6],
,Chapter 932;Episode 926[1],,Official[2],,Alive,,,,,,,,Wano Country,
Dog PenguinInuppe(OPCG),Chapter 451;Episode 345[1],Thriller Bark; Penguin Trio[1],Wild Zombie[1],,Deceased,,December 16th[2],,,,,,,
Matsu (Viz)Ipponmatsu (WT100),Chapter 97;Episode 49[1],Loguetown Arms Shop,Arms Shop Proprietor,East Blue(Loguetown)[2],Alive,38 (debut)40 (after timeskip)[2],January 31st[2],"157 cm (5'2"")[2]",,X[2],,,Loguetown,
Ippon Ume[1],Chapter 97;Episode 49[2],Loguetown Arms Shop,Arms Shop Proprietress,East Blue[3],Alive,,December 1st[3],,,,,,Loguetown,
Isa,Chapter 256;Episode 168[1],Shandia[1],,,Alive,,,,,,,,,
Iscat,Chapter 1127[1],,,,Alive,,,,,,,,Land of Gods,
Verree Finework[1],Chapter 325;Episode 231[2],,Appraiser[2],,Alive,,,,,,,,Water 7,
Ishilly (Viz);Ishily (WT100),Chapter 608;Episode 527[1],Mermaid Café,Dancer,Grand Line(Ryugu Kingdom;Fish-Man Island),Alive,,May 4th[2],,,,,,Mermaid Cove(Coral Hill),
Island Eater,Chapter 128;Episode 77[1],,,Grand Line[2],Deceased,,April 21st[2],"715 m (2345'9"")[3]",120 t[3],,,,,
Islewan,Chapter 553;Episode 462[1],Whitebeard Pirates[1],Pirate;Captain[1],,Alive,,January 1st[2],,,,,,,
Issho,Chapter 701;Episode 630[1],Marines[2][3],Admiral[3]; Guard Captain (former)[4]; Bodyguard (former)[4],Grand Line(Aoi Kingdom)[4],Alive,54[5],August 10th[6],"270 cm (8'10"")[5]",,S[5],Press-Press Fruit[8],Paramecia,Aoi Kingdom(former)[4]Soja Island(former)[4],"(3,000,000,000)[7]"
Isuka,One Piece novel AVol. 1[1],,Marine Ensign[1],,Alive,,,,,,,,,"At least1,000,000[2]"
Itomimizu,Chapter 306;Episode 209,Foxy Pirates,Pirate; Announcer,,Alive,,January 11th[2],,,,,,,
Supersonic Duck SquadronSuper Spot-Billed Duck Troops (OPCG),,,,,,,,,,,,,,
,Chapter 823;Episode 777[1],Levely[2],King[2],,Alive,,,,,,,,Whiteland Kingdom[3],
Yuwana Myclose,Chapter 1074;Episode 1106[1],World Economy News Paper[1],NewspaperColumnist[2],,Alive,24[2],,,,,,,,
Izo,Chapter 553;Episode 461[1],Whitebeard Pirates(former);[1]Kouzuki Family;Ninja-Pirate-Mink-Samurai Alliance,16th DivisionCommander(former);[2]Samurai;[3]Retainer of the Kouzuki Family,Grand Line(Wano Country)[4],Deceased,"43 (debut)45 (after timeskip, at death)[5]",October 13th[6],"192 cm (6'3¾"")[7]",,X[5],,,"Wano Country(Ringo,Kuri)[4]","510,000,000[5]"
